time (s),decision_0_vs_1 (V),decision_0_vs_2 (V),decision_0_vs_3 (V),decision_0_vs_4 (V),decision_0_vs_5 (V),decision_0_vs_6 (V),decision_0_vs_7 (V),decision_0_vs_8 (V),decision_0_vs_9 (V),decision_1_vs_2 (V),decision_1_vs_3 (V),decision_1_vs_4 (V),decision_1_vs_5 (V),decision_1_vs_6 (V),decision_1_vs_7 (V),decision_1_vs_8 (V),decision_1_vs_9 (V),decision_2_vs_3 (V),decision_2_vs_4 (V),decision_2_vs_5 (V),decision_2_vs_6 (V),decision_2_vs_7 (V),decision_2_vs_8 (V),decision_2_vs_9 (V),decision_3_vs_4 (V),decision_3_vs_5 (V),decision_3_vs_6 (V),decision_3_vs_7 (V),decision_3_vs_8 (V),decision_3_vs_9 (V),decision_4_vs_5 (V),decision_4_vs_6 (V),decision_4_vs_7 (V),decision_4_vs_8 (V),decision_4_vs_9 (V),decision_5_vs_6 (V),decision_5_vs_7 (V),decision_5_vs_8 (V),decision_5_vs_9 (V),decision_6_vs_7 (V),decision_6_vs_8 (V),decision_6_vs_9 (V),decision_7_vs_8 (V),decision_7_vs_9 (V),decision_8_vs_9 (V)
29.02E-6,3.000,2.999,2.999,2.999,3.000,2.998,2.999,2.999,2.999,-1.435E-3,11.91E-3,-1.352E-3,11.39E-3,1.127E-3,5.722E-3,3.891E-3,-3.236E-3,127.4E-6,79.72E-6,533.1E-6,-805.1E-6,369.5E-3,3.568E-3,4.549E-3,21.67E-3,-954.7E-6,1.283E-3,2.998,3.001,-89.82E-3,822.2E-6,-2.836E-3,-360.1E-6,2.999,2.802E-3,504.6E-6,2.569,2.995,3.003,7.025E-3,3.000,3.173E-3,2.999,2.999,1.186E-3
29.02E-6,3.575E-3,2.997,846.2E-6,3.000,2.998,1.057E-3,3.005,2.997,2.998,3.002,2.998,3.001,3.001,-197.8E-3,2.999,3.006,3.004,860.0E-6,3.000,-2.248E-3,-1.379E-3,2.983,2.967,3.000,2.992,2.999,23.82E-3,2.999,2.879,2.986,1.358E-3,-7.355E-3,-1.035E-3,3.016,2.998,-1.515E-3,3.005,3.002,2.998,3.000,2.995,2.998,14.38E-3,3.000,3.000
29.02E-6,3.350E-3,5.262E-3,-179.1E-6,-8.227E-3,6.480E-3,2.426E-3,498.3E-6,-9.454E-3,-6.625E-3,3.000,2.998,2.999,3.003,3.006,2.985,3.006,2.984,3.002,2.111E-3,2.998,14.83E-3,1.617,282.7E-6,2.991,-602.2E-6,3.000,-6.479E-3,-7.432E-3,23.55E-3,13.69E-3,2.999,-6.639E-3,2.998,3.004,2.999,-119.4E-6,-3.692E-3,-8.174E-3,-6.369E-3,2.999,2.998,2.998,2.999,-403.4E-6,3.018
29.03E-6,418.4E-6,3.000,4.044E-3,3.001,3.007,-742.1E-6,2.949,3.006,3.012,3.006,2.959,3.006,2.970,2.999,2.999,2.948,2.979,2.931E-3,3.004,13.80E-3,45.29E-3,2.999,3.122,2.953,2.988,3.003,47.85E-3,2.992,2.997,2.961,259.9E-6,49.01E-3,2.982,512.3E-3,3.005,20.48E-3,2.955,2.974,2.997,3.008,2.944,3.011,29.79E-3,2.998,3.008
29.03E-6,2.132E-3,-955.9E-6,3.002,-4.619E-3,2.999,-173.9E-6,1.722E-3,2.998,2.041E-3,1.291E-3,3.000,15.26E-3,3.005,2.993,-19.29E-3,3.001,-594.2E-6,2.998,1.990E-3,2.999,-4.788E-3,1.387E-3,7.150E-3,1.926E-3,-1.490E-3,-3.227E-3,-2.110E-3,-3.032E-3,4.347E-3,7.137E-3,3.005,2.999,3.001,2.998,3.003,-2.977E-3,1.676E-3,2.999,211.3E-6,2.999,2.999,2.313,2.998,-18.71E-3,1.206E-3
29.04E-6,2.995,3.231,2.999,2.999,2.998,3.001,-160.6E-6,2.999,9.565E-3,2.998,2.999,4.850E-3,2.999,2.997,-679.2E-6,3.000,4.533E-3,2.999,582.8E-6,2.999,2.999,559.1E-6,3.000,1.129E-3,1.106E-3,2.999,2.999,8.758E-3,15.12E-3,5.745E-3,3.000,2.999,-709.5E-6,3.000,92.41E-3,2.999,558.1E-6,563.6E-6,557.3E-6,-535.6E-6,-430.4E-6,-243.8E-6,3.000,3.000,697.3E-6
29.04E-6,-442.2E-6,2.999,2.999,2.999,2.998,938.2E-6,2.999,2.999,2.998,1.317,3.000,73.96E-3,3.001,-4.587E-3,2.999,3.001,2.999,716.3E-6,-1.094E-3,95.70E-6,-43.59E-6,2.991,2.990,-54.53E-3,1.203E-3,3.000,-371.9E-6,7.664E-3,3.000,5.468E-3,1.062E-3,11.12E-3,3.000,2.998,3.002,463.2E-6,2.390,3.001,3.000,3.001,2.995,3.000,2.999,2.999,1.011E-3
29.04E-6,5.049E-3,-5.984E-3,979.6E-6,2.999,-3.797E-3,1.717E-3,3.008,758.4E-6,3.007,3.001,3.004,2.992,3.004,4.507E-3,3.009,2.998,3.007,-471.7E-6,3.001,2.998,1.557E-3,2.979,2.999,3.006,3.002,3.000,-236.1E-6,2.981,2.999,2.981,1.231E-3,-8.919E-3,2.999,1.419E-3,2.997,1.724E-3,3.007,2.992,3.000,2.997,3.003,2.998,9.094E-3,-48.46E-6,2.979
29.05E-6,-7.289E-3,59.94E-3,26.84E-3,10.35E-3,58.94E-3,-4.695E-3,-5.669E-3,8.868E-3,11.46E-3,2.991,3.006,3.002,2.992,2.948,2.515,2.982,2.912,3.098E-3,3.801E-3,3.007,2.998,-2.583E-3,16.49E-3,-2.234E-3,14.89E-3,2.966,2.662,17.68E-3,54.54E-3,28.83E-3,2.960,3.005,3.002,3.001,3.003,41.61E-3,10.54E-3,46.79E-3,32.67E-3,10.32E-3,6.164E-3,2.998,2.998,-180.5E-6,2.070E-3
29.05E-6,3.000,2.998,2.999,3.910E-3,2.999,660.7E-6,-1.717E-3,2.998,534.6E-6,-12.45E-3,3.440E-3,5.720E-3,14.70E-3,2.153E-3,-84.25E-6,2.994,2.792E-3,125.4E-3,1.361E-3,-441.1E-6,461.7E-6,1.164E-3,3.004,-719.5E-6,423.4E-6,-749.7E-6,2.922,-1.566E-3,3.001,-271.8E-6,3.001,7.100E-3,-242.9E-6,2.999,2.052E-3,914.9E-6,1.748E-3,2.996,821.9E-6,2.999,3.001,-241.0E-6,2.999,2.999,-2.481E-3
29.06E-6,2.942E-3,28.71E-3,-5.903E-3,-6.669E-3,-2.449E-3,2.401E-3,747.4E-6,-1.821E-3,-2.041E-3,2.999,2.998,-75.03E-3,3.002,2.980,-160.5E-6,2.999,-4.365E-3,3.001,1.735E-3,2.999,-3.180E-3,1.802E-3,27.18E-3,701.1E-6,-5.196E-3,3.003,685.7E-6,-4.343E-3,-854.8E-6,5.848E-3,3.004,153.8E-3,2.998,3.001,2.999,624.3E-6,-2.056E-3,-4.746E-3,-5.445E-3,2.998,20.94E-3,2.999,2.999,1.531E-3,1.676E-3
29.06E-6,3.000,2.994,3.090,-3.223E-3,3.000,680.3E-6,1.404E-3,147.0E-3,694.6E-6,-6.325E-3,2.999,2.993,3.000,586.7E-6,2.998,2.999,2.866,569.7E-6,3.727E-3,3.000,5.324E-3,1.711E-3,2.998,375.4E-6,2.962,2.999,528.6E-6,3.000,2.998,2.999,2.999,6.599E-3,3.000,3.001,2.998,-799.8E-6,224.2E-6,218.5E-6,-138.8E-6,54.68E-3,2.995,-4.896E-3,3.000,-436.2E-6,437.0E-6
29.06E-6,1.637E-3,2.998,2.999,2.139E-3,3.050,2.999,1.997E-3,2.998,2.998,2.999,2.997,149.7E-6,3.001,3.001,991.4E-6,3.003,3.004,2.999,59.40E-6,1.123E-3,-1.192E-3,1.488E-3,3.000,1.533E-3,567.8E-6,8.776E-3,10.22E-3,581.4E-6,528.3E-3,1.559E-3,1.519,-2.304E-3,2.997,2.999,3.001,-1.639E-3,2.998,3.001,2.999,2.992,2.999,3.000,2.999,3.002,3.000
29.07E-6,8.011E-3,3.000,2.998,3.000,3.290,891.5E-6,3.000,2.999,2.999,2.982,3.002,2.998,3.001,3.002,3.001,2.991,2.992,-1.327E-3,-412.9E-6,-900.4E-6,1.588E-3,-120.1E-6,233.1E-6,284.3E-6,14.47E-3,2.999,3.835E-3,9.489E-3,2.999,56.77E-3,2.991,2.730E-3,1.249E-3,2.992,2.999,1.644E-3,-161.5E-6,3.007,997.3E-6,2.999,2.992,132.7E-3,3.000,3.000,1.628E-3
29.07E-6,2.911E-3,-1.012E-3,1.751E-3,2.980E-3,2.996E-3,2.737E-3,3.003,-1.295E-3,3.000,2.998,2.998,2.998,3.002,688.0E-6,3.000,2.998,3.000,1.494E-3,2.998,2.998,-1.604E-3,3.000,3.578E-3,3.003,2.998,2.998,1.410E-3,3.002,5.317E-3,2.997,1.326E-3,-2.212E-3,3.000,1.374E-3,2.998,1.541E-3,2.999,6.488E-3,2.998,2.997,-1.461E-3,2.998,-3.457E-3,5.532E-3,2.995
29.08E-6,1.817E-3,2.998,3.000,2.999,3.001,3.660E-3,3.000,2.999,3.000,2.999,-3.944E-3,2.999,11.40E-3,3.042,2.996,2.998,2.990,415.7E-6,2.999,1.602E-3,-6.533E-3,2.988,3.002,2.990,3.000,19.14E-3,389.1E-6,2.986,3.000,3.003,258.3E-6,10.45E-3,2.992,693.0E-6,2.999,12.23E-3,2.998,2.986,3.000,2.999,2.996,3.000,10.35E-3,-3.013E-3,2.994
29.08E-6,1.984E-3,-1.780E-3,840.2E-6,12.53E-3,8.535E-3,72.42E-6,-528.1E-6,-965.7E-6,-338.8E-6,2.998,3.000,2.999,3.001,3.000,2.996,3.002,2.991,2.997,1.184E-3,2.998,6.374E-3,1.258E-3,2.999,3.000,-1.087E-3,2.999,-1.002E-3,16.03E-3,7.842E-3,-402.0E-6,2.996,11.69E-3,215.8E-6,3.000,3.001,408.9E-6,-952.1E-6,5.265E-3,-194.1E-6,1.423E-3,2.999,2.999,2.999,2.999,202.8E-6
29.08E-6,2.998,2.998,3.000,5.030E-3,2.999,2.999,2.998,2.999,2.998,-777.8E-6,1.286E-3,9.115E-3,7.968E-3,-309.1E-6,2.026E-3,8.348E-3,2.438E-3,1.299E-3,2.150E-3,790.2E-6,1.234,2.142E-3,2.999,3.414E-3,1.892E-3,328.1E-3,965.7E-6,618.2E-3,3.000,1.820E-3,2.999,2.999,2.999,3.001,2.998,2.997,1.159E-3,2.996,2.994,5.072E-3,2.991,5.449E-3,3.000,-3.569E-3,5.614E-3
29.09E-6,978.5E-6,3.001,2.998,-200.1E-6,3.000,2.990,11.49E-3,2.999,1.580E-3,2.987,2.990,2.999,2.999,2.991,2.998,2.997,8.321E-3,-198.1E-6,-358.4E-6,-751.5E-6,-1.362E-3,-1.244E-3,66.30E-6,-1.302E-3,1.976E-3,713.8E-6,474.0E-6,3.169,2.999,-4.083E-3,1.100E-3,3.000,1.393,3.002,3.001,3.000,2.993,3.001,2.990,2.996,3.001,533.9E-6,3.000,72.89E-3,-751.7E-6
29.09E-6,2.999,2.999,2.999,2.999,2.998,3.893E-3,2.999,2.998,2.998,-2.078E-3,3.000,5.356E-3,2.999,4.265E-3,934.2E-6,3.001,2.999,2.999,-1.180E-3,510.1E-6,-1.130E-3,2.994,2.999,2.999,-127.1E-6,1.844E-3,1.028E-3,6.193E-3,2.294E-3,1.193E-3,2.999,1.064E-3,2.999,3.001,2.999,-573.4E-6,3.001,3.000,2.999,2.998,3.000,2.998,2.999,2.999,2.997
29.10E-6,-587.6E-6,2.998,2.999,3.000,3.002,2.997,3.003,3.001,3.002,3.001,3.001,2.986,2.999,3.026,2.990,2.994,2.982,2.996,2.999,795.6E-3,-25.53E-3,4.346E-3,2.990,2.996,3.002,2.999,360.8E-3,3.000,2.995,3.010,-2.901E-3,5.189E-3,-1.377E-3,-1.080E-3,9.718E-3,13.39E-3,674.0E-6,2.998,3.000,3.003,2.990,2.999,-3.808E-3,3.000,2.995
29.10E-6,2.999,2.999,2.999,2.999,3.000,2.999,-13.59E-3,3.001,3.135,-8.493E-3,2.998,3.323E-3,2.997,2.274E-3,6.729E-3,2.994,3.013,3.000,8.732E-3,3.001,2.998,3.304E-3,2.990,2.951,2.577E-3,2.998,5.769E-3,-12.58E-3,2.996,2.552,2.991,2.999,-4.046E-3,2.999,3.000,7.130E-3,-278.8E-6,2.160E-3,-295.4E-6,-17.72E-3,2.993,135.3E-6,3.000,2.992,1.381E-3
29.10E-6,644.5E-6,3.001,2.989,3.001,3.000,2.996,2.999,3.000,2.999,3.000,-25.63E-3,1.625,3.000,2.995,-1.912E-3,3.000,3.684E-3,327.3E-6,-2.081E-3,2.998,2.999,-2.326E-3,3.000,1.349E-3,1.599E-3,2.999,3.002,14.21E-3,3.000,5.531E-3,3.001,2.999,-2.420E-3,3.000,5.509E-3,3.001,421.2E-6,3.018,1.359E-3,-2.037E-3,-2.024E-3,-2.326E-3,3.000,3.001,-1.022E-3
29.11E-6,1.185E-3,3.000,3.001,-4.225E-3,3.000,313.7E-6,2.998,2.999,3.000,2.996,2.992,2.999,3.006,-7.845E-3,3.002,2.993,2.998,2.999,1.018E-3,-1.399E-3,-983.7E-6,2.990,2.861,2.990,2.869E-3,-89.81E-6,-115.0E-6,2.999,-5.538E-3,2.990,1.493E-3,-1.448E-3,3.000,2.991,3.000,10.99E-3,3.001,3.001,3.002,2.998,3.001,3.000,-435.4E-6,8.007E-3,2.989
29.11E-6,2.999,2.999,3.000,2.998,2.998,2.999,2.998,2.999,2.999,2.659,2.996,-1.916E-3,3.783E-3,2.504,3.004,2.991,6.588E-3,2.999,-806.2E-6,-199.7E-6,4.427E-3,1.212E-3,2.999,1.124E-3,122.6E-6,965.5E-6,604.5E-6,878.3E-6,3.000,-6.929E-3,3.004,2.997,2.999,3.001,2.999,6.535E-3,1.233E-3,2.999,1.045E-3,2.999,3.000,2.999,2.999,2.999,1.650E-3
29.12E-6,2.999,2.998,2.999,2.998,2.999,2.999,2.998,2.998,2.999,1.695E-3,2.991,2.999,367.2E-3,-825.6E-6,3.001,2.997,2.993,3.000,2.999,2.998,6.973E-3,3.000,2.996,3.001,2.985,2.999,-1.671E-3,-1.313E-3,2.999,2.992,1.275E-3,-1.471E-3,3.283E-3,3.000,2.999,4.906E-3,-147.0E-3,3.000,3.000,2.999,2.999,2.999,2.999,2.999,2.998
29.12E-6,2.037E-3,2.952E-3,-1.148E-3,-3.634E-3,866.9E-6,1.015E-3,-1.830E-3,-1.304E-3,1.102E-3,2.979,3.002,49.81E-3,3.004,2.977,2.989,3.004,3.052,-383.7E-6,509.5E-6,2.999,1.536E-3,1.215E-3,1.834E-3,3.011,-488.7E-6,2.999,336.3E-6,529.5E-6,27.51E-3,6.179E-3,3.002,2.999,2.999,2.999,3.000,666.5E-6,-560.9E-6,23.42E-3,17.59E-3,2.999,2.999,2.999,3.000,17.74E-3,1.260E-3
29.12E-6,3.003,3.000,3.004,2.999,2.999,3.001,3.000,3.001,3.000,289.8E-6,11.33E-3,8.842E-3,977.9E-6,129.8E-6,19.96E-3,-977.2E-6,16.38E-3,3.000,456.8E-6,6.964E-3,6.614E-3,3.007,2.990,-35.04E-3,9.704E-3,1.808E-3,-1.898E-3,-12.47E-3,5.727E-3,-5.730E-3,2.594,2.999,3.001,2.992,3.001,9.978E-3,3.004,2.981,2.980,3.000,2.979,3.003,-13.00E-3,1.258E-3,3.001
29.13E-6,1.708E-3,2.999,2.998,2.999,96.90E-3,2.991,-2.801E-3,-3.237E-3,735.1E-6,2.989,3.002,2.994,3.000,2.998,1.010E-3,3.000,15.72E-3,1.996E-3,1.411E-3,1.015E-3,-3.831E-3,-2.795E-3,1.019E-3,-3.966E-3,5.436E-3,4.799E-3,3.001,13.99E-3,2.998,13.80E-3,882.1E-6,2.998,-1.773E-3,3.000,5.760E-3,3.003,580.2E-6,3.004,2.983,-683.6E-6,1.956E-3,501.4E-6,2.999,2.999,-1.577E-3
29.13E-6,3.000,2.999,3.002,-414.7E-6,2.998,2.997,4.975E-3,2.998,2.999,-4.994E-3,3.002,2.994,2.999,2.964,568.9E-6,3.001,1.003E-3,3.000,22.86E-6,2.998,9.050E-3,787.5E-6,2.999,444.4E-6,635.3E-6,-1.177E-3,233.4E-6,9.333E-3,4.314E-3,789.2E-6,2.999,2.999,20.29E-3,2.999,2.999,2.567E-3,1.560E-3,2.995,1.540E-3,2.999,3.000,2.941E-3,2.999,3.000,671.9E-6
29.14E-6,709.3E-6,2.998,2.999,2.998,2.999,2.999,2.999,2.999,2.999,2.999,3.000,2.996,2.999,2.997,2.999,3.000,2.995,3.391E-3,2.997,42.55E-3,4.951E-3,3.678E-3,2.995,2.999,2.998,2.999,1.245E-3,1.567E-3,2.999,3.000,931.9E-6,-183.5E-6,124.9E-6,1.027E-3,1.486E-3,3.351E-3,1.173E-3,2.999,1.759,2.999,2.999,2.999,2.999,2.999,2.997
29.14E-6,2.999,2.998,3.061,-6.719E-3,3.001,641.6E-6,2.999,2.999,3.752E-3,-344.3E-6,5.584E-3,2.999,2.997,-3.444E-3,2.600E-3,2.993,1.854E-3,-314.9E-6,-1.613E-3,3.000,8.682E-3,3.000E-3,2.992,2.786E-3,7.363E-3,3.001,83.57E-6,4.499E-3,2.994,3.002,2.998,757.2E-6,3.129E-3,2.997,2.999,-951.4E-6,-881.0E-6,945.6E-6,-1.007E-3,2.999,3.000,2.999,3.000,2.999,-68.42E-6
29.14E-6,-210.9E-6,2.999,3.000,3.001,2.999,3.003,-1.951E-3,2.998,-4.331E-3,3.001,2.999,2.987,3.000,3.000,3.001,3.004,2.205,-863.4E-6,949.8E-6,-1.434E-3,3.001,-1.046E-3,2.483E-3,4.492E-3,2.990,3.000,3.003,210.6E-3,3.002,3.002,-371.3E-6,2.999,-3.440E-3,909.5E-6,-4.910E-3,3.003,667.6E-6,2.993,3.002,-1.127E-3,-920.6E-6,-2.578E-3,2.999,3.002,807.3E-6
29.15E-6,2.564E-3,3.838E-3,2.986,2.998,3.003,1.007E-3,3.002,2.992,3.001,-29.09E-3,3.001,2.986,3.000,7.493E-3,3.002,2.999,3.002,3.003,3.002,2.998,9.144E-3,2.985,2.994,3.002,3.002,2.999,-384.3E-6,2.999,2.999,2.984,1.108E-3,-4.110E-3,2.998,1.025E-3,2.998,-2.388E-3,3.003,339.7E-6,3.001,2.998,3.003,3.000,-2.969E-3,11.35E-3,2.988
29.15E-6,-105.2E-6,2.997,2.999,3.073,2.999,2.979,7.909E-3,2.997,-33.14E-3,2.999,3.000,3.000,3.000,2.989,390.3E-3,3.008,32.28E-3,2.986,-649.4E-6,7.476E-3,6.863E-3,-5.910E-3,2.975,-2.940E-3,1.179E-3,3.000,3.630E-3,34.49E-3,3.005,462.5E-6,3.011,2.999,-1.466E-3,3.001,2.999,-1.534E-3,100.5E-6,3.007,4.163E-3,1.207E-3,3.004,-2.064E-3,3.001,3.001,-6.536E-3
29.16E-6,1.915E-3,2.999,3.000,2.998,3.002,3.000,2.997,3.001,2.999,-9.149E-3,2.993,3.009,-1.472E-3,4.368E-3,3.008,2.993,2.988,3.001,3.000,3.001,2.529,2.996,2.987,2.997,2.902,2.999,4.775E-3,-14.17E-3,3.011,3.001,2.997,2.088E-3,2.695E-3,3.009,2.999,13.44E-3,1.442E-3,951.9E-6,3.135,3.000,2.991,3.001,2.998,2.998,2.990
29.16E-6,2.654E-3,-5.042E-3,-1.436E-3,-3.581E-3,-4.092E-3,1.833E-3,-662.8E-6,-982.3E-6,132.3E-6,3.004,2.998,3.032,3.003,2.998,3.002,3.002,2.758,618.3E-6,-1.450E-3,2.998,-1.723E-3,386.7E-6,-2.721E-3,2.772,-2.364E-3,3.000,-234.4E-6,6.104E-3,7.591E-3,35.50E-3,3.005,2.999,2.999,3.000,2.999,494.0E-6,-4.195E-3,-4.207E-3,-2.660E-3,2.999,657.3E-6,2.999,3.001,-921.2E-6,634.5E-6
29.16E-6,3.003,3.001,3.003,17.26E-3,2.999,3.003,2.998,3.002,2.999,-11.57E-3,19.09E-3,16.35E-3,8.442E-3,-5.987E-3,22.08E-3,22.53E-3,17.56E-3,3.020,5.260E-3,-2.164E-3,20.69E-3,3.002,3.029,673.2E-6,3.319E-3,20.72E-3,449.2E-6,2.996,2.990,3.044E-3,2.977,3.000,3.001,2.999,2.999,-13.27E-3,2.981,2.981,2.977,2.998,2.989,3.001,11.21E-3,4.955E-3,1.857E-3
29.17E-6,-1.267E-3,2.999,804.7E-6,2.903E-3,7.802E-3,1.043E-3,-1.928E-3,-6.728E-6,888.3E-6,2.995,3.002,2.999,3.001,2.996,3.004,3.001,-3.096E-3,-205.4E-6,1.162E-3,614.6E-6,-2.201E-3,1.047E-3,-1.475E-3,-1.183E-3,-221.7E-6,2.999,1.182E-3,2.163E-3,2.999,5.618E-3,2.997,2.998,2.999,3.001,2.999,3.000,789.8E-6,3.000,1.278E-3,2.999,3.001,115.7E-6,2.999,1.800,529.7E-6
29.17E-6,3.002,3.000,3.006,3.097,2.999,-14.98E-3,2.976,2.999,2.995,-14.44E-3,3.001,2.990,3.000,25.31E-3,2.980,2.999,3.022,3.000,-5.707E-3,28.11E-3,13.03E-3,1.286E-3,2.999,543.0E-6,-1.406E-3,8.389E-3,-4.825E-3,32.29E-3,-510.3E-6,25.91E-3,2.997,2.999,2.996,3.004,3.002,30.29E-3,2.150E-3,2.983,1.020E-3,2.999,3.001,3.000,3.000,2.999,963.6E-6
29.18E-6,1.911E-3,3.054,2.997,2.998,2.998,3.001,3.002,2.998,2.999,2.998,3.002,2.993,2.999,3.000,3.002,3.001,2.997,2.999,3.000,2.999,333.2E-3,2.999,2.992,3.000,3.001,337.7E-3,2.143E-3,979.5E-3,2.999,2.991,-1.344E-3,635.2E-6,1.380E-3,1.123E-3,8.298E-3,1.426E-3,3.000,2.716,2.999,3.000,2.999,3.000,77.66E-3,2.999,2.995
29.18E-6,3.002,3.001,2.998,3.000,3.001,3.001,3.000,3.001,3.000,-7.507E-3,2.999,14.17E-3,2.995,3.017,11.51E-3,2.999,11.92E-3,3.001,1.123E-3,3.002,1.904,-210.9E-6,2.994,314.8E-6,532.1E-6,2.995,5.085E-3,14.27E-3,1.511E-3,8.473E-3,2.997,3.001,-16.12E-3,3.002,3.001,15.90E-3,-591.6E-6,4.760E-3,-681.2E-6,2.355E-3,3.011,1.378E-3,3.001,3.000,312.0E-6
29.18E-6,-1.613E-3,2.998,2.999,3.004,3.000,3.003,3.000,3.000,3.000,2.977,2.999,2.973,3.000,3.001,2.999,3.002,2.997,-2.910E-3,3.018,1.660E-3,3.003,9.143E-3,7.173E-3,21.28E-3,3.004,3.001,3.008,3.000,3.003,2.996,-2.561E-3,3.000,-7.777E-3,-2.874E-3,33.76E-3,3.000,2.984,3.024,3.000,-1.084E-3,-6.391E-3,-7.711E-3,2.982,2.997,-5.706E-3
29.19E-6,1.288E-3,-2.437E-3,2.998,2.999,2.999,1.048E-3,2.999,763.3E-3,3.000,54.87E-3,2.999,2.998,2.999,1.974E-3,2.999,2.999,3.000,2.999,2.999,2.999,772.6E-6,2.998,2.999,3.000,2.999,-2.803E-3,1.101E-3,2.999,2.674,2.997,1.195E-3,344.2E-6,2.999,1.272E-3,2.999,475.7E-6,3.000,2.999,2.999,2.999,3.000,2.999,269.9E-6,2.425E-3,2.998
29.19E-6,979.3E-6,2.998,3.002,2.998,2.998,328.4E-3,2.999,2.998,2.999,3.000,3.001,14.97E-3,3.003,66.25E-3,157.1E-6,3.007,2.996,2.991,-1.320E-3,-274.0E-6,3.889E-3,1.185E-3,3.002,679.1E-6,-1.920E-3,15.84E-3,-3.741E-3,17.14E-3,2.999,11.84E-3,1.515E-3,-2.049E-3,-1.268E-3,3.002,3.000,-768.3E-6,1.472E-3,3.006,2.985,3.002,3.006,2.999,2.998,3.002,-2.399E-3
29.20E-6,3.003,3.000,3.002,2.998,3.001,2.999,3.000,2.999,3.000,-6.350E-3,2.991,2.989,517.1E-3,-10.66E-3,757.5E-6,2.999,2.984,3.002,2.998,3.000,-10.76E-3,2.988,2.987,2.990,804.0E-6,13.83E-3,-3.989E-3,-1.205E-3,13.74E-3,3.013,1.088E-3,-3.216E-3,15.09E-3,3.012E-3,3.000,19.59E-3,3.003,3.012,2.985,3.000,3.002,3.001,18.26E-3,3.001,2.983
29.20E-6,3.002,3.000,3.003,1.435,2.999,3.004,2.998,3.001,2.999,-6.548E-3,14.88E-3,8.937E-3,20.66E-3,14.00E-3,18.84E-3,19.78E-3,13.43E-3,2.994,6.931E-3,-1.838E-3,15.36E-3,2.989,3.021,845.6E-6,7.564E-3,6.719E-3,1.065E-3,2.999,2.997,1.744E-3,1.667E-3,3.000,3.000,2.991,2.999,-11.67E-3,2.980,2.981,2.979,2.998,3.000,3.000,4.904E-3,6.774E-3,641.5E-6
29.20E-6,1.487E-3,-431.9E-6,1.196E-3,2.999,2.997,1.143E-3,2.999,9.412E-3,2.999,66.54E-3,3.000,2.995,2.997,5.349E-3,3.000,2.999,3.000,3.000,3.000,2.999,4.421E-3,2.995,3.000,3.000,3.000,2.999,900.9E-6,2.997,2.999,2.990,1.085E-3,-586.1E-6,2.999,1.136E-3,2.999,53.90E-6,3.000,482.3E-6,2.999,2.999,3.000,2.999,-103.9E-6,3.285E-3,2.995
29.21E-6,4.596E-3,2.998,2.991,2.999,2.999,3.005,3.000,2.999,2.999,3.000,3.001,3.001,3.000,3.000,2.997,2.998,2.998,3.000,3.001,3.083,-2.757E-3,2.996,2.990,3.000,2.992,2.999,-520.9E-6,-4.225E-3,2.997,3.001,716.9E-6,-1.968E-3,-1.144E-3,143.1E-6,91.76E-6,4.212E-3,2.463E-3,-35.42E-3,2.998,2.999,2.993,3.000,2.999,3.000,2.992
29.21E-6,3.000,2.999,3.000,2.999,3.000,3.000,2.998,2.999,3.000,2.999,2.989,-9.051E-3,3.476E-3,2.989,914.8E-6,2.985,1.190E-3,2.997,-1.747E-3,-1.610E-3,4.931E-3,-516.2E-6,2.998,3.770E-3,292.9E-6,18.44E-3,1.928E-3,23.08E-3,3.001,6.150E-3,3.012,2.999,-566.8E-6,3.002,2.999,12.03E-3,-332.0E-6,2.996,50.77E-3,2.992,2.999,14.25E-3,3.000,3.000,-308.8E-6
29.22E-6,3.002,3.000,3.002,11.07E-3,2.999,3.002,2.998,3.000,2.999,-703.4E-6,19.52E-3,19.37E-3,19.55E-3,-2.410E-3,21.24E-3,10.00E-3,18.68E-3,2.991,5.336E-3,-766.9E-6,13.47E-3,2.993,2.992,563.1E-6,1.618E-3,15.48E-3,-489.4E-6,2.747,7.451E-3,4.570E-3,2.981,2.999,3.000,2.999,3.000,4.144E-3,2.980,2.987,2.979,2.998,2.978,3.000,3.863E-3,11.75E-3,2.899
29.22E-6,2.989,-9.859E-3,2.999,1.652,3.000,3.000,8.223E-3,3.000,712.7E-6,-8.652E-3,3.000,-3.692E-3,3.000,3.005,11.35E-3,3.000,-10.14E-3,3.002,4.692E-3,3.001,2.992,1.625E-3,2.999,1.071E-3,-1.090E-3,3.018,5.811E-3,10.76E-3,10.18E-3,6.010E-3,2.993,3.001,3.000,3.001,3.000,13.04E-3,-276.9E-6,11.00E-3,-389.9E-6,2.366E-3,2.993,1.410E-3,3.001,2.993,935.9E-6
29.22E-6,2.815E-3,2.998,921.0E-6,3.000,2.999,3.002,2.999,55.63E-3,3.000,2.990,2.999,2.982,2.998,2.993,3.003,3.001,-5.438E-3,1.066E-3,562.0E-6,-2.825E-3,3.001,-3.105E-3,-3.693E-3,3.049E-3,3.003,3.000,3.004,2.999,3.000,2.986,986.5E-6,2.998,-3.646E-3,2.136E-3,16.42E-3,3.002,-390.7E-6,3.000,2.999,1.207E-3,-342.2E-6,870.9E-6,3.000,28.99E-3,-1.012E-3
